BlobID,Compound Name,Category,Label,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library ID,Library Match Factor,Library Reverse Match Factor,Library Name,Library Probability,Library RI,Library Formula
2051,"Oxime-, methoxy-phenyl-_",Unknown,,,FALSE,0,21.5000265,0.499999965,1703,7841,117767,627,789,mainlib,18.31999969,,C8H9NO2
2053,coeluted monoterpene,Monoterpene,Carene (?),,TRUE,0,21.58335982,0.519999964,1260,8088,-1,-1,-1,-,-1,,-
1697,"Benzene, 1-ethyl-2-methyl-",Unknown,,,FALSE,0,19.91669327,1.919999866,1477,20124,80896,633,766,mainlib,11.77000046,970,C9H12
1670,"4-Cyclopentene-1,3-dione, 4-phenyl-",Unknown,,DOM?,TRUE,0,41.5000251,1.649999885,1601,20151,76174,760,779,mainlib,87.61000061,,C11H8O2
2038,9-Decene-1-nitrile,Unknown,,,FALSE,0,32.16669242,1.469999897,757,20170,104318,584,663,mainlib,38.52000046,,C10H17N
2016,"Acetamide, 2-(imidazol-1-yl)-",Unknown,,,FALSE,0,27.50002608,1.71999988,837,20240,109222,557,634,mainlib,55.13999939,,C5H7N3O
2043,"Benzene-1,2,4-tricarbonitrile",Unknown,,,FALSE,0,38.75002529,3.409999761,686,20261,142924,736,793,mainlib,68.19999695,,C9H3N3
1917,"Phthalic acid, ethyl pentadecyl ester",Unknown,,,FALSE,0,41.75002508,2.479999826,1087,20268,138919,712,748,mainlib,9.470000267,,C25H40O4
1187,"Cyclotetrasiloxane, octamethyl-",Unknown,,,FALSE,0,20.16669326,4.269999701,2979,20292,220100,734,772,mainlib,47.99000168,997,C8H24O4Si4
1998,12-Crown-4,Unknown,,,FALSE,0,21.58335982,1.049999927,910,20312,16799,690,775,mainlib,26.21999931,,C8H16O4
2017,"3-Deoxy-L-ribose-2,5-dibenzoate",Unknown,,,FALSE,0,27.33335942,1.499999895,833,20409,78426,597,634,mainlib,9.859999657,,C19H18O6
1901,"Ethanone, 2-(benzoyloxy)-1-[1,1'-biphenyl]-4-yl-",Unknown,,,FALSE,0,43.50002496,0.989999931,1089,20462,168219,610,655,mainlib,10.60000038,,C21H16O3
2026,"Piperidine, 1-(cyanoacetyl)-",Unknown,,,FALSE,0,33.66669231,1.109999922,810,20484,142071,581,656,mainlib,12.27000046,,C8H12N2O
1824,"Ethanone, 2-(5-methoxy-1-methyl-2-benzimidazolyl)thio-1-phenyl-",Unknown,,,FALSE,0,23.66669301,4.079999714,1198,20524,79643,617,628,mainlib,17.70000076,,C17H16N2O2S
1922,"4,7-Methano-1H-isoindole-1,3(2H)-dione, 3a,4,7,7a-tetrahydro-, (3aα,4α,7α,7aα)-",Unknown,,,FALSE,0,22.75002641,4.089999714,1134,20558,32167,678,707,mainlib,7.920000076,,C9H9NO2
1568,"2-(1,1,3,3-Tetramethylbutyl)-1,4-benzenediol peak 1",Unknown,,,FALSE,0,38.75002529,0.949999934,1936,20647,139843,598,632,mainlib,17.53000069,,C14H22O2
1245,"Cyclotetrasiloxane, octamethyl-",Unknown,,,FALSE,0,20.16669326,3.379999763,2732,20665,220100,710,751,mainlib,58.65000153,997,C8H24O4Si4
1831,"2-Dodecene, (E)-",Unknown,,,FALSE,0,24.66669294,4.42999969,1248,20670,19648,758,826,mainlib,4.260000229,1197,C12H24
1807,"Benzene, (3-methylcyclopentyl)-",Unknown,,,FALSE,0,37.5833587,1.419999901,1235,20746,77516,685,748,mainlib,15.85999966,,C12H16
1992,"4,5-Dihydrooxazole-5-one, 4-chloromethylene-2-phenyl-",Unknown,,,FALSE,0,23.66669301,4.979999651,949,20755,79645,638,687,mainlib,6.139999866,,C10H6ClNO2
1754,"Cyclohexanol, 2-isocyano-, trans-",Unknown,,,FALSE,0,24.08335965,4.609999677,1377,20960,18643,644,732,mainlib,20.97999954,,C7H11NO
2050,"Carbonic acid, but-3-en-1-yl hexadecyl ester",Unknown,,,FALSE,0,38.83335862,4.849999661,560,21002,21391,519,575,mainlib,43.36999893,2317,C21H40O3
1955,4-Oxononanal,Unknown,,,FALSE,0,30.50002587,1.629999886,1014,21249,9895,672,758,mainlib,31.02000046,1202,C9H16O2
1982,"7-Oxo-2-oxa-7-thiatricyclo[4.4.0.0(3,8)]decan-4-ol",Unknown,,,FALSE,0,36.75002543,1.319999908,917,21261,4074,549,581,mainlib,6.599999905,,C8H12O3S
2048,"D:A-Friedooleanan-29-ol, (20α)-",Unknown,,,FALSE,0,42.75002501,4.589999679,552,21358,212897,391,450,mainlib,21.51000023,,C30H52O
1918,"Cyclopentanecarbonitrile, 2-imino-",Unknown,,,FALSE,0,40.33335851,2.169999848,1078,21410,83999,563,633,mainlib,16.39999962,,C6H8N2
1783,10-Methyldodec-3-en-4-olide,Unknown,,,FALSE,0,31.16669249,1.479999896,1358,21447,19471,678,767,mainlib,10.97999954,1663,C13H22O2
1811,"2,4-Decadienal",Unknown,,,FALSE,0,33.16669235,1.299999909,1313,21482,49743,703,880,mainlib,54.59999847,1317,C10H16O
1741,"Benzene, (1-azido-1-methylethyl)-",Unknown,,,FALSE,0,40.33335851,1.329999907,1422,21526,100175,662,852,mainlib,10.07999992,,C9H11N3
1804,"Butanamide, N-methyl-4-(methylthio)-2-(2,2-dimethylpropylidene)amino-",Unknown,,,FALSE,0,43.25002497,1.70999988,1258,21743,161141,619,626,mainlib,20.25,,C11H22N2OS
1464,Nonanal,Unknown,,,FALSE,0,25.25002623,2.419999831,2108,21842,23427,810,846,mainlib,32.79000092,1104,C9H18O
1893,4-Cyclohepten-1-amine,Unknown,,,FALSE,0,20.0000266,1.349999906,1118,21848,9582,660,752,mainlib,32.24000168,,C7H13N
1424,"1-Undecene, 10-methyl-",Unknown,,,FALSE,0,20.50002657,3.889999728,2270,21940,22199,787,822,mainlib,3.930000067,1157,C12H24
1771,"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol",Unknown,,,FALSE,0,44.33335823,1.159999919,1334,21973,177311,655,694,mainlib,28.20000076,,C15H26O
1769,Dodecanal,Unknown,,,FALSE,0,36.16669214,1.219999915,1314,22242,3047,656,882,mainlib,19.26000023,1409,C12H24O
1774,"2,4-Di-tert-butylphenol",Unknown,,,FALSE,0,39.25002525,1.199999916,1465,22491,177130,727,756,mainlib,20.92000008,1519,C14H22O
1869,"7,7,9,9-Tetramethyl-1,4-dioxa-8-aza-spiro[4.5]decane",Unknown,,,FALSE,0,46.83335806,1.049999927,1191,22706,71668,554,634,mainlib,16.62000084,,C11H21NO2
1767,"1-(2-Acetoxyethyl)-3,6-diazahomoadamantan-9-one oxime",Unknown,,,FALSE,0,40.41669184,1.019999929,1385,22714,40369,574,580,mainlib,12.93000031,,C13H21N3O3
1676,"4-Ethylbenzoic acid, 6-ethyl-3-octyl ester",Unknown,,,FALSE,0,24.75002627,0.389999973,1561,22743,117177,632,662,mainlib,25.01000023,,C19H30O2
1551,"3-Heptanone, 2-methyl-",Unknown,,,FALSE,0,19.66669329,2.71999981,1815,22755,24003,761,810,mainlib,8.81000042,918,C8H16O
1887,2-Hydroxy-2-methylundec-5-en-3-one,Unknown,,,FALSE,0,21.08335986,1.819999873,1108,23008,29643,635,664,mainlib,6.840000153,,C12H22O2
1580,"9-Borabicyclo[3.3.1]nonane, 9-(1-ethyl-1-butenyl)-, (E)-",Unknown,,,FALSE,0,39.41669191,1.13999992,1743,23083,3988,633,670,mainlib,20.93000031,,C14H25B
1054,trans-3-Decene,Unknown,,,FALSE,0,20.50002657,3.329999767,3744,23178,2826,843,876,mainlib,6.090000153,986,C10H20
1681,"1-Oxaspiro[2.5]octane, 2,4,4-trimethyl-8-methylene-",Unknown,,,FALSE,0,31.41669247,1.449999899,1560,23219,141143,706,714,mainlib,12.14999962,,C11H18O
1666,"7,7-Dimethyl-9-oxatricyclo[6.2.2.0(1,6)]dodecan-10-one",Unknown,,,FALSE,0,32.50002573,1.079999924,1544,23312,102236,516,539,mainlib,5.619999886,,C13H20O2
1931,"Quinoxalin-2-one, decahydro-3-(3,3-dimethyl-2-oxobutenylideno)-",Unknown,,,FALSE,0,44.08335825,1.769999876,1132,23321,179442,628,693,mainlib,39.59000015,,C14H22N2O2
1565,"Tridecane, 3-methylene-",Unknown,,,FALSE,0,41.66669175,0.939999934,1770,23484,37325,717,763,mainlib,22.25,1407,C14H28
1705,"Phenethylamine, N-benzyl-p-chloro-",Unknown,,,FALSE,0,18.83336002,1.899999867,1545,23485,61756,715,833,mainlib,9.609999657,,C15H16ClN
1269,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,2.42999983,2902,23524,59077,775,791,mainlib,22.69000053,1059,C8H17Cl
1045,"Azetidine, 3-methyl-3-phenyl-",Unknown,,,FALSE,0,20.08335993,2.049999857,3648,23569,98334,841,888,mainlib,30.54000092,,C10H13N
1721,Octanamide,Unknown,,,FALSE,0,34.08335895,1.749999878,1508,23671,30125,627,704,mainlib,19.09000015,1326,C8H17NO
1864,"Bicyclo[3.1.0]hexane-6-methanol, 2-hydroxy-1,4,4-trimethyl-",Unknown,,,FALSE,0,37.16669207,1.089999924,1226,23746,9469,634,683,mainlib,11.07999992,,C10H18O2
1830,Octanal,Unknown,,,FALSE,0,21.00002653,1.559999891,1255,23817,6679,766,828,mainlib,37.83000183,1003,C8H16O
928,Nonanal,Unknown,,,FALSE,0,25.25002623,1.889999868,4666,23882,23427,843,871,mainlib,59.61999893,1104,C9H18O
1299,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,3.349999766,2701,23929,59077,813,826,mainlib,55.11999893,1059,C8H17Cl
1635,4-Methyl-2-oxopentanenitrile,Unknown,,,FALSE,0,28.41669268,1.919999866,1680,23957,2495,679,730,mainlib,10.76000023,,C6H9NO
1239,1-Decen-3-one,Unknown,,,FALSE,0,28.08335937,0.99999993,2790,24082,37292,766,839,mainlib,18.70999908,,C10H18O
1916,Nonanal,Unknown,,,FALSE,0,25.16669291,4.439999689,1079,24169,23427,745,778,mainlib,25.27000046,1104,C9H18O
1748,"4,5-Dihydrooxazole-5-one, 4-chloromethylene-2-phenyl-",Unknown,,,FALSE,0,23.66669301,3.489999756,1349,24236,79645,661,687,mainlib,8.550000191,,C10H6ClNO2
2039,"Ethanone, 1-[4-(1-methylethyl)phenyl]-",Unknown,,,FALSE,0,36.91669208,1.969999862,747,24249,134788,606,757,mainlib,8.229999542,1585,C11H14O
1665,"Heptane, 3-ethyl-",Unknown,,,FALSE,0,18.91669334,0.489999966,1772,24319,24025,773,904,mainlib,25.82999992,867,C9H20
1563,"Cyclopentanecarbonitrile, 2-imino-",Unknown,,,FALSE,0,40.33335851,1.989999861,1829,24329,83999,630,666,mainlib,18.29000092,,C6H8N2
1798,"2,3-Dihydroxy-6-nitroquinoxaline",Unknown,,,FALSE,0,23.66669301,4.599999678,1272,24506,188698,598,687,mainlib,9.680000305,,C8H5N3O4
2029,"1,4-Undecadiene, (E)-",Unknown,,,FALSE,0,26.00002618,4.159999709,805,24508,18640,593,662,mainlib,6.539999962,,C11H20
1772,2-Cyclohexyl-isoxazolidin-5-ol,Unknown,,,FALSE,0,40.66669182,1.449999899,1315,24510,20388,547,612,mainlib,23.18000031,,C9H17NO2
1360,"Naphthalene, 2,3,6-trimethyl-",Unknown,,,FALSE,0,40.9166918,0.939999934,2481,24524,159116,783,837,mainlib,31.65999985,1541,C13H14
1631,"Benzene, 1-ethyl-4-methyl-",Unknown,,,FALSE,0,19.16669333,1.779999875,1635,24552,80906,749,800,mainlib,12.97999954,954,C9H12
1200,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,4.659999674,3077,24564,59077,719,724,mainlib,21.79000092,1059,C8H17Cl
1417,"5-Undecen-3-yne, (E)-",Unknown,,,FALSE,0,28.00002604,0.609999957,2444,24621,48758,727,755,mainlib,10.39000034,,C11H18
1679,"4,5-Dihydrooxazole-5-one, 4-chloromethylene-2-phenyl-",Unknown,,,FALSE,0,23.66669301,4.449999689,1607,24624,79645,603,617,mainlib,22.44000053,,C10H6ClNO2
1473,"Ethanol, 2-phenoxy-",Unknown,,,FALSE,0,29.66669259,1.029999928,2072,24626,67112,730,808,mainlib,45.75999832,1226,C8H10O2
1228,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,2.759999807,2920,24658,59077,827,836,mainlib,46.77000046,1059,C8H17Cl
1224,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,2.839999801,2949,24685,59077,821,831,mainlib,32.81999969,1059,C8H17Cl
1974,"Valeric acid, 4-nitrophenyl ester",Unknown,,,FALSE,0,33.50002566,2.869999799,966,24824,54921,705,787,mainlib,65,1740,C11H13NO4
1465,"Cycloheptene, 4-methoxy-2-phenyl-",Unknown,,,FALSE,0,36.16669214,0.789999945,2097,24877,159072,580,611,mainlib,11.77999973,,C14H18O
1779,"Cyclopropane, 1-heptyl-2-methyl-",Unknown,,,FALSE,0,24.66669294,3.039999787,1300,24885,22317,834,871,mainlib,5.210000038,,C11H22
1663,Benzenepropanenitrile,Unknown,,,FALSE,0,30.33335921,1.689999882,1738,24886,61981,832,876,mainlib,55.59000015,1244,C9H9N
1206,"1,4-Hexadien-3-one, 5-methyl-1-[2,6,6-trimethyl-2,4-cyclohexadien-1-yl]-",Unknown,,,FALSE,0,43.58335828,0.779999945,3019,24894,193446,739,752,mainlib,64.19999695,,C16H22O
1816,2-Trifluoroacetoxydodecane,Unknown,,,FALSE,0,30.66669252,1.14999992,1263,25013,5839,685,792,mainlib,6.550000191,,C14H25F3O2
1759,"Cyclopentanecarbonitrile, 2-imino-",Unknown,,,FALSE,0,40.33335851,2.089999854,1354,25042,83999,605,653,mainlib,16.62999916,,C6H8N2
1896,2-Myristynoyl-glycinamide,Unknown,,,FALSE,0,26.41669282,1.14999992,1107,25078,188617,498,512,mainlib,12.71000004,,C16H28N2O2
1144,"2,5,5-Trimethyl-3-phenyl-cyclohexanone",Unknown,,,FALSE,0,37.83335869,0.749999948,3576,25133,133120,649,664,mainlib,17.37000084,,C15H20O
1595,"1H-Indazole, 3-methyl-",Unknown,,,FALSE,0,31.66669245,1.459999898,1803,25303,116615,721,801,mainlib,13.28999996,,C8H8N2
1478,"Thiophene, 2,5-bis(2-methylpropyl)-",Unknown,,,FALSE,0,40.75002515,1.359999905,2115,25347,143040,657,690,mainlib,24.79999924,1533,C12H20S
1209,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,2.689999812,2983,25418,59077,827,835,mainlib,41.56000137,1059,C8H17Cl
1538,"2-Octen-1-ol, (Z)-",Unknown,,,FALSE,0,25.58335954,0.849999941,2057,25473,23498,732,807,mainlib,12.43000031,1067,C8H16O
1236,trans-2-Undecen-1-ol,Unknown,,,FALSE,0,28.00002604,1.029999928,3075,25474,23443,739,777,mainlib,8.340000153,,C11H22O
1220,Nonanal,Unknown,,,FALSE,0,25.25002623,2.13999985,2896,25543,23427,816,845,mainlib,36.18000031,1104,C9H18O
1945,Linalool,Unknown,,,FALSE,0,35.66669217,1.419999901,1035,25662,39161,552,605,mainlib,16.95999908,1099,C10H18O
1264,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,2.529999823,2782,25669,59077,786,799,mainlib,33.79999924,1059,C8H17Cl
1512,"8-Oxabicyclo[3.2.1]oct-6-en-2-one, 1,4,4-trimethyl-",Unknown,,,FALSE,0,29.33335928,0.659999954,2032,25672,51023,696,740,mainlib,14.5,,C10H14O2
1434,2-Allylamino-4-oxo-4-p-tolyl-butyric acid,Unknown,,,FALSE,0,25.25002623,0.739999948,2282,25819,99091,571,585,mainlib,7.820000172,,C14H17NO3
1519,2-Oxazolidinethione,Unknown,,,FALSE,0,20.25002658,1.699999881,1888,25886,76262,572,775,mainlib,19.89999962,,C3H5NOS
2028,"4-Hexenoic acid, 2-amino-6-hydroxy-4-methyl-",Unknown,,,FALSE,0,26.83335946,1.769999876,754,25969,33277,616,759,mainlib,9.800000191,,C7H13NO3
1556,"Hexane, 2,4-dimethyl-",Unknown,,,FALSE,0,16.50002685,0.609999957,1800,26155,7646,753,824,mainlib,7.190000057,732,C8H18
1555,trans-3-Decene,Unknown,,,FALSE,0,20.50002657,4.039999717,1806,26346,2826,841,869,mainlib,5.639999866,986,C10H20
1828,"1(2H)-Naphthalenone, 3,4,4a,5,8,8a-hexahydro-8a-methyl-, trans-",Unknown,,,FALSE,0,27.5833594,1.649999885,1198,26447,3634,684,744,mainlib,9.479999542,,C11H16O
1905,Azeleonitrile,Unknown,,,FALSE,0,38.91669194,4.039999717,1171,26527,3693,747,805,mainlib,30.90999985,,C9H14N2
1629,"Naphthalene, 1,2,3,4-tetrahydro-2,7-dimethyl-",Unknown,,,FALSE,0,33.41669233,0.689999952,1691,26592,98611,677,720,mainlib,9.859999657,1304,C12H16
2001,2-Oxepanone,Unknown,,,FALSE,0,26.75002613,2.70999981,947,26737,4692,700,779,mainlib,29.07999992,,C6H10O2
1102,1-Chloroundecane,Unknown,,,FALSE,0,23.41669303,4.159999709,3464,26777,2528,708,712,mainlib,18.86000061,1357,C11H23Cl
866,1-Decene,Natural Marine,,maybe marine contam,TRUE,0,20.50002657,2.27999984,5129,26811,22306,880,897,mainlib,8.25,989,C10H20
2005,"Cyclopropane-1-carbohydrazide, 2-phenyl-N2-(3-methylcyclohexylideno)-",Unknown,,,FALSE,0,36.75002543,1.239999913,868,26823,2235,530,570,mainlib,27.19000053,,C17H22N2O
1978,"9,11-Dodecadien-1-ol",Unknown,,,FALSE,0,39.91669187,4.2799997,952,26826,32403,643,694,mainlib,13.78999996,,C12H22O
1533,"2-Butyn-1-ol, 4-methoxy-",Unknown,,,FALSE,0,19.66669329,1.309999908,1909,27006,1691,663,737,mainlib,27.29999924,,C5H8O2
1490,"4-(4-Hydroxyphenyl)-4-methyl-2-pentanone, TMS derivative",Unknown,,,FALSE,0,21.66669315,0.629999956,2279,27247,188645,648,795,mainlib,6.920000076,,C15H24O2Si
2014,"2(3H)-Furanone, 5-ethyldihydro-",Unknown,,,FALSE,0,28.33335935,2.669999813,806,27258,54560,625,671,mainlib,14.05000019,1057,C6H10O2
1891,1-Amino-4-methylpiperazine,Unknown,,,FALSE,0,22.75002641,2.42999983,1137,27423,72067,647,681,mainlib,29.97999954,,C5H13N3
1255,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,3.009999789,2871,27454,59077,812,825,mainlib,49.81999969,1059,C8H17Cl
1934,"1,3,5-Cycloheptatriene, 7,7-dimethyl-",Unknown,,,FALSE,0,17.50002678,1.849999871,1074,27530,80230,671,783,mainlib,8.850000381,,C9H12
1591,"Cyclohexanone, 2-methyl-",Unknown,,,FALSE,0,21.5000265,1.409999901,1733,27711,33285,833,888,mainlib,60.84000015,953,C7H12O
1898,7-Nonynoic acid,Unknown,,,FALSE,0,39.00002527,1.419999901,1070,27864,33238,596,651,mainlib,17.92000008,,C9H14O2
1240,"4-Stilbenol, 4'-(benzyloxy)-α,α'-diethyl-",Unknown,,,FALSE,0,25.50002622,0.609999957,2979,28084,64768,524,619,mainlib,13.82999992,,C25H26O2
2000,1-indanol trifluoroacetate ester,Unknown,,,FALSE,0,22.75002641,2.119999852,884,28371,96618,650,762,mainlib,28.30999947,,C11H9F3O2
1809,3-Methylbuphedrone,Unknown,,,FALSE,0,18.83336002,2.299999839,1324,28488,40059,522,598,mainlib,25.12999916,,C12H17NO
1354,"Azuleno[4,5-b]furan-2(3H)-one, decahydro-8,9-dihydroxy-6,9a-dimethyl-3-methylene-, [3aS-(3aα,6ß,6aα,8α,9α,9aß,9bα)]-",Unknown,,,FALSE,0,46.83335806,0.829999942,2457,28502,177059,612,628,mainlib,17.04000092,,C15H22O4
1712,Undecanenitrile,Unknown,,,FALSE,0,44.75002487,1.499999895,1490,28596,2535,737,768,mainlib,5.329999924,,C11H21N
1249,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,3.439999759,2822,28764,59077,820,828,mainlib,37,1059,C8H17Cl
2018,Pterin-6-carboxylic acid,Unknown,,,FALSE,0,37.41669205,1.519999894,890,28812,15350,598,633,mainlib,28.29999924,,C7H5N5O3
1637,Decanenitrile,Unknown,,,FALSE,0,35.41669219,1.329999907,1784,28829,2053,756,827,mainlib,36.88999939,1286,C10H19N
1649,"1-Butanone, 1-phenyl-",Unknown,,,FALSE,0,30.9166925,1.109999922,1702,28888,79386,665,733,mainlib,19.95999908,1263,C10H12O
1865,"Cyclopentanone, 2-(2-methylpropylidene)-",Unknown,,,FALSE,0,25.66669287,1.319999908,1131,28968,32510,692,754,mainlib,9,,C9H14O
790,1-Decene,Unknown,,,FALSE,0,20.50002657,2.119999852,5492,29110,22306,864,886,mainlib,6.389999866,989,C10H20
1655,"Cyclopentaneacetaldehyde, 2-formyl-3-methyl-α-methylene-",Unknown,,,FALSE,0,24.50002629,1.27999991,1584,29456,50618,660,671,mainlib,6.510000229,1314,C10H14O2
1678,2-(2-Butoxyethoxy)ethyl benzoate,Unknown,,,FALSE,0,41.08335846,1.019999929,1653,29669,78165,591,649,mainlib,6.860000134,,C15H22O4
1813,Coumarin,Unknown,,,FALSE,0,36.08335881,1.809999873,1293,29720,134266,721,786,mainlib,24.35000038,1441,C9H6O2
892,1-Decene,Unknown,,,FALSE,0,20.50002657,2.489999826,4971,29723,22306,845,866,mainlib,5.809999943,989,C10H20
1466,(4-Methyl-1-methylenepent-4-enyl)benzene,Unknown,,,FALSE,0,40.66669182,1.339999906,2101,29796,94048,682,710,mainlib,35.72000122,,C13H16
1462,"1,4-Benzenediamine, N,N'-bis(1-methylethyl)-",Unknown,,,FALSE,0,43.50002496,1.239999913,2160,29828,165274,718,821,mainlib,34.97999954,,C12H20N2
1795,N-[2-[Cyclooctylamino]ethyl]aziridine,Unknown,,,FALSE,0,32.50002573,1.299999909,1333,30024,127439,555,630,mainlib,13.07999992,,C12H24N2
1708,"3H-Indazol-3-one, 1,2-dihydro-",Unknown,,,FALSE,0,29.41669261,1.209999915,1555,30082,81113,611,681,mainlib,11.78999996,,C7H6N2O
1191,"Hexane, 1-chloro-5-methyl-",Unknown,,,FALSE,0,23.41669303,4.599999678,3006,30108,59078,733,785,mainlib,20.95000076,,C7H15Cl
1836,"4,7,7-Trimethyl-3,9-dioxatricyclo[6.1.0.0(2,4)]nonan-5-one",Unknown,,,FALSE,0,26.33335949,1.069999925,1247,30224,22217,536,608,mainlib,18.38999939,,C10H14O3
1526,"Naphthalene, 1,5-dimethyl-",Unknown,,,FALSE,0,37.5833587,0.889999938,1950,30284,146177,717,786,mainlib,12.10999966,1440,C12H12
1383,"Acetic acid, (1,2,3,4,5,6,7,8-octahydro-3,8,8-trimethylnaphth-2-yl)methyl ester",Unknown,,,FALSE,0,32.08335909,0.659999954,2562,30308,13123,720,722,mainlib,6.710000038,,C16H26O2
1701,"2-Nonenal, (Z)-",Unknown,,,FALSE,0,26.83335946,1.189999917,1522,30334,2062,714,773,mainlib,9.159999847,1148,C9H16O
1470,"1,7-Dimethyl-3-phenyltricyclo[4.1.0.0(2,7)]hept-3-ene",Unknown,,,FALSE,0,46.16669144,0.949999934,2128,30441,168512,603,616,mainlib,10.96000004,,C15H16
1146,Nonane,Unknown,,,FALSE,0,16.50002685,1.639999885,3264,30549,7675,781,841,mainlib,13.56000042,900,C9H20
1850,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",Unknown,,,FALSE,0,43.50002496,1.4299999,1201,30573,52825,675,800,mainlib,77.90000153,1649,C13H22O3
1346,Edulan II,Unknown,,,FALSE,0,17.66669343,0.539999962,2735,30587,164734,567,607,mainlib,13.59000015,1247,C13H20O
1279,Benzaldehyde,Unknown,,,FALSE,0,19.25002665,2.639999815,2950,30742,47131,830,858,mainlib,35.59000015,962,C7H6O
1882,Coumarin,Unknown,,,FALSE,0,37.25002539,1.969999862,1145,30748,134266,737,817,mainlib,30.95000076,1441,C9H6O2
1340,"5,6,7,8,9,10-Hexahydrobenzocyclooctene",Unknown,,,FALSE,0,31.5000258,0.649999955,2481,30838,77711,704,763,mainlib,8.859999657,,C12H16
1059,"Cyclopropane, 1-hexyl-2-methyl-",Unknown,,,FALSE,0,20.50002657,3.389999763,3661,31352,22308,848,864,mainlib,6.010000229,963,C10H20
1100,"Naphthalene, 2,3,6-trimethyl-",Unknown,,,FALSE,0,40.33335851,0.899999937,3776,31396,159116,773,828,mainlib,25.10000038,1541,C13H14
1233,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,3.049999787,2981,31424,59077,807,813,mainlib,39.29999924,1059,C8H17Cl
1554,"2-Propenoic acid, 2-methyl-, 3,3,5-trimethylcyclohexyl ester",Unknown,,,FALSE,0,34.16669228,1.039999927,1820,31528,85790,723,801,mainlib,17.15999985,,C13H22O2
1274,"Heptane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,4.739999668,2857,31679,59287,748,758,mainlib,32.49000168,946,C7H15Cl
1073,"Octane, 1-chloro-",Unknown,,,FALSE,0,23.41669303,4.099999713,3635,31760,59077,699,705,mainlib,18.20000076,1059,C8H17Cl
1509,"Benzaldehyde, 3-hydroxy-4-methoxy-",Unknown,,,FALSE,0,35.83335883,1.589999889,2059,32001,141499,793,821,mainlib,24.80999947,1435,C8H8O3
1937,1-Cyclohexene-1-acetonitrile,Unknown,,,FALSE,0,26.16669284,1.589999889,1043,32024,50022,629,715,mainlib,6.28000021,,C8H11N
1548,"Benzaldehyde, 4-propyl-",Unknown,,,FALSE,0,31.75002578,1.169999918,1877,32079,61666,706,806,mainlib,23.76000023,,C10H12O
1404,Benzaldehyde,Unknown,,,FALSE,0,19.25002665,2.989999791,2394,32188,47131,845,878,mainlib,35.97000122,962,C7H6O
1357,"Hexane-2,6-di(isonitrile), 1-(formyloxymethyl)-",Unknown,,,FALSE,0,39.83335855,1.71999988,2424,32245,18647,656,684,mainlib,25.19000053,,C9H12N2O2
1162,Cinnoline,Unknown,,,FALSE,0,28.58335933,1.319999908,3195,32511,114860,728,884,mainlib,23.51000023,,C8H6N2
1343,"2-Octenal, (E)-",Unknown,,,FALSE,0,23.3333597,1.339999906,2606,32723,2642,831,838,mainlib,18.72999954,1060,C8H14O
1353,Nonanal,Unknown,,,FALSE,0,25.25002623,2.329999837,2540,32724,23427,820,861,mainlib,40.86000061,1104,C9H18O
1324,Benzaldehyde,Unknown,,,FALSE,0,19.25002665,2.749999808,2646,32800,47131,875,903,mainlib,42.33000183,962,C7H6O
1459,"1,2-Benzisothiazol-3-amine, TBDMS derivative",Unknown,,,FALSE,0,23.50002636,1.219999915,2080,32897,188958,529,544,mainlib,7.320000172,,C13H20N2SSi
1402,"Ethanone, 1-(4-methylphenyl)-",Unknown,,,FALSE,0,27.91669271,1.28999991,2334,32965,99548,801,844,mainlib,43.49000168,1183,C9H10O
1506,"2-Octen-1-ol, (Z)-",Unknown,,,FALSE,0,22.75002641,0.869999939,2048,32985,23498,765,824,mainlib,34.65000153,1067,C8H16O
1204,(Z)-3-Phenylacrylaldehyde,Unknown,,,FALSE,0,28.33335935,1.219999915,3027,33006,115751,824,850,mainlib,15.89000034,1219,C9H8O
1382,"1,8:2,7-Dimethanodibenzo[a,e]cyclobuta[c]cycloocten-13-one, 1,2,2a,7,8,12b-hexahydro-1-methoxy-",Unknown,,,FALSE,0,40.08335853,1.119999922,2513,33054,147868,807,901,mainlib,33.00999832,,C21H18O2
1604,Dimethyl[bis(1-methylpropoxy)]silane,Unknown,,,FALSE,0,22.91669306,0.629999956,1764,33177,163439,609,619,mainlib,12.68999958,,C10H24O2Si
1370,Benzaldehyde,Unknown,,,FALSE,0,19.16669333,2.939999794,2416,33379,47131,862,913,mainlib,68.15000153,962,C7H6O
